Document_ID,Cleaned_Data,Sentiment
Review 321,send first phone back scratch area screen size quarter call amazon got replac order right away problem amazon renew guaranteesecond phone come liter scratch area one didn know better would thought phone base scratch area decid put screen protector see minim scratch did believ scratch part return process someth would realli prefer seller done better c didn want send back anoth time kept phone give 3 star good price respons seller amazon good work wife phone anoth seller didn screen scratch issu didbatteri life seem good issu phone feel like scratch screen kind big deal though sinc screen phone basic also want stuff could ever slightli catch finger nail tri rub,Positive
Review 322,first time buy phone onlin upgrad phone 7 product came exactli advertis work realli well littl skeptic buy work great problem ship quick,Negetive
Review 323,phone came excel condit look like new 100 batteri work great,Negetive
Review 324,excit look forward receiv new phone in feel should paid extra 50 buy new phone appl directli first glanc phone look great came screen protector notic scratchesdamag phone physic set phone one first thing notic loud sound sound qualiti audit low mute ratif ring still loud got first phone call that becom disappoint difficult hear understand person phone switch speaker listen sound sticki like weren plug correctli speaker wrong place in afraid go appl store get batteri replac sinc batteri arriv 88 health give play phone 6 hour found question thing like audit issu disappoint purchas,Positive
Review 325,order phone said work mobil doesn work mobil isn unlock carrier lock differ compani can not unlock mobil accord mobil unlock origin carrier dont know big wast time money give ask refund day wait abl buy phone write review other cautiou,Positive
Review 326,order phone 500 suppos renew fulli unlock phone upon receiv phone notic pit scratch back phone bigger sinc case upon instal him card exist boost phone phone wouldn work said servic top corner phone went boost webster tri activ notic phone 449 decid send back order boost know wont issu transfer him card exist phone,Neutral
Review 327,littl scare buy phone line realli excit came mail earlier expect sad say left side touch screen doesn work time return disappoint purchas,Neutral
Review 328,plu buy back program scar tri low ball say expect amount they give you alreadi sent dont accept get back week later plu sent brand new real appl charg cabl charg kept cabl charg return phone phone trade better screen shape screen phone purchas never,Neutral
Review 329,wa skeptic get phone renew product via amazon phone dealer kid receiv coupl hundr dollar amazon gift card cash birthday want new phone didn want contract purchas best bet read review read amazon renew program seem like good deal gift card help defray cost got want perfect condit purchas warranti extra protect took retro pu mobil set without pitch use renew program save 100 cost new phone abl purchas case shield chang spare,Neutral
Review 330,quit skeptic buy phone mine came mail suspicion left mine came basic new tini scratch 100 batteri life everyth work perfectli total worth th,Neutral
Review 331,came defect certain part screen didn feel touch could even enter appl id didn catch certain letter keyboard especi for reason couldn pas factori set check cell phone aspect camera batteri speakerswhen contract compani told regret problem attend monday friday 900 500 pm est email ask take cell phone repair shop inquir quot diagnosi estim repair costfin told thing could give refund replac product dont stock,Neutral
Review 332,phone came screen protector scratch to seem screen protector crack remov there one huge goug anoth one stuff mark screen touch screen doesn alway work best either soon get replac send back,Neutral
Review 333,now went activ phone horizon say phone report stolen girl teach support nice issu refund state phone may wipe clean previou owner either way agent suppos check thing simpli send buyer now id expect bay amazon,Negetive
Review 334,mine came dead fix 90 percent batteri life return bought new one might get lucki get like new product isn worth save 50 dollar need lower price around 100 le new make ever think buy use phone,Negetive
Review 335,phone practic new absolut sign use tini stuff besid flash back phone doesn hurt liabil bare notic batteri 100 capac packag genet box genet charg receiv alreadi screen protector phone abl set carrier immedi use straight talk transfer inform current phone one move him card current phone one process took 10 min,Negetive
Review 336,in go complet honest extrem worri spend amount money amazon said phone arriv extrem fast close brand new condit except tini nick bottom right corner phone bigger phone month absolut amaz problem highli doubt finger cross side note come origin box least mine didn person problem want give head highli recommend good luck,Negetive
Review 337,littl skeptic buy phone amazon in super happi phone brand new came full batteri easi set upland fulli unlock get type phone carrier want definit would recommend peopl buy,Positive
Review 338,phone oper terribl time date never correct phone modif didn work sound crackl time would listen music anyth would crackl speaker phone didn work front flash complet foggi debt chip phone arriv tri variou method fix thing contract seller said return phone say they exchang they fix phone help return phone bought one appl 30,Positive
Review 339,skeptic well although came faster expect perfect felt like new phone appl expect obviou reason noth differ phone expect get mine came fulli unlock work scratch crack cellar phone gener,Neutral
Review 340,perfect phone look like new unlock scratch look like got appl store ty happi phone,Neutral
Review 341,love ittttt littl skeptic first love phone came charg came day earli,Neutral
Review 342,love phone renew phone awesom almost 700 great buy,Positive
Review 343,phone deliv promis date well packag order sinc set run magnific absolut delight phone,Positive
Review 344,phone work well face recognit work tri everyth noth send phone amazon get money back left without phone coupl day,Positive
Review 345,plea dont wast money phone pu definit temper malici manner sold mani month own devic reviewproswork like normal phone part doesn monthsmain camera seem real work good surprisinglyth oper system work perfectli farconscam sketch rd parti phone box rd parti chargertru depth camera face id complet remov replac face onevolum frequent bag becom quiet mess goe back normal thing overwifi cellular connect realli bad frequent start devic numer time make connect internet againupd phone complet stop work 50 batteri screen pop place left side conclus phone one biggest wast money give ever spent buy refurbish phone amazon visit review problem devic like occur,Neutral
Review 346,good,Neutral
Review 347,hi everyon phone biggest amazon purchas give made dont regret resist first read horribl review phone onlin hasn disappoint yet phone arriv excel condit like brand new give almost 2 week give zero issu bought separ case screen protector give drop sever time alreadi in clumsi still held great issu touch screen batteri life amaz doubt hope review help seal deal,Neutral
Review 348,62 day old bright light bottom page disappear phone freez amazon told seller send anoth one wait 3 month seller keep refus amazon promis talk get anoth one call 4 time sinc april would never buy seller amazon direct control also phone get hot hold charg long time batteri wear fast,Neutral
Review 349,absolut amaz glad made decis definit worth everi penni,Negetive
Review 350,phone came amaz shape didn come origin appl box fine didn come origin appl charg also okay still came nice lengthi charg regardless phone 100 batteri capac absolut debt scratch,Negetive
Review 351,skeptic would second purchas amazon first time order mother law turn fine physic lawless phone great batteri life hand batteri life disappoint feel like speaker bit like renew water damag possibl also phone want way unlock though use fine him card work reason wont fulli regist provid onlin chat agent horizon said phone nonverizon devic unabl clock leg question truli unlock loophol still use properli problem return storag enough comparison old phone give read hit miss return phone wish luck,Negetive
Review 352,medium could load screen left side sometim recogn touch lead look close devic look like damag piec repair devic warn look vers camera scratch frame debt mute knob time mute piecether betterrefurbish devic price one look total repair,Neutral
Review 353,bought phone first time month ago unvex keyboard work couldn even get past set second phone screen flick everi time press button good thing say return process easi terrifi check physic damag,Negetive
Review 354,first appl product sinc upon still work bow suffer whole seri andro phone issu call drop bad recept call wait go directli voicemail blame carrier wrong phoneseasi use better textingfast fewer mistak intuit simpl pair accessori work effortlessli excel recept phone work time reliabl seem sturdi cheap appl person next comput appl done fight technolog want work appl,Neutral
Review 355,review base renew statu phone phone previous purchas renew galaxi phone amazon phone practic new small fraction price came origin box accessori thought it worth save 100 sinc last experi went well unfortun phone receiv visibl use scratch glitter side phone without deep crack screen batteri health lower side phone also came genet box genet accessori expect sinc item descript look get renew price seem like poor deal thank amazon longer return period phone doesn work need minut phone know id rather buy new phone appl 100,Neutral
Review 356,dislik didn receiv headphon order everyth el point,Positive
Review 357,in pleasantli surpris transact in true septic regularli conduct extens research make type purchas phone doesn come origin pack cord wall adapt definit appl product u connect wall adapt bent could slide u adapterthat toss trash said product care phone exactli advertis stare right went start process entir phone transfer within hour way give use 4 day batteri life strong featur work perfectli sticki button etc would definit recommend vendor care get phone suppos your concern pack uniqu appl experi may want pay addit 400 appl store,Positive
Review 358,donna lie read review littl resist buy renew phone end in super glad phone came day earlier expect nice packag alreadi screen protector appli bubbl set transfer old 6 simpl got appl watch transfer camera work great face id issu far etc obvious le day far good,Neutral
Review 359,donna lie littl skeptic first in like sang realli spend much money scar in happi result batteri health 100 phone perfect condit came new charg headphon the troubl transfer data old phone new one didn even need call carrier turn phone simpli place him card definit recommend dont mind price ll,Negetive
Review 360,phone came scratch put screen protector can see whenev put screen protector gone like bubbl put bubbl seem go away overal good guess doesn coutur in satisfi guess price should lower sinc refurbish still come mail kind mess face recognit work fine batteri fine set good took 5 mind,Positive
Review 361,cheapest phone 11 128gb could find onlin clot search great buy love new phone camera qualiti amaz,Neutral
Review 362,refurbish got brand new appl box origin charg miss ear plug,Positive
Review 363,phone came great condit work great law issu batteri life great well in happi qualiti phone in happi purchas,Positive
Review 364,paid 720 screen scratch bought shop,Negetive
Review 365,user friendli might return learn clean send back load pictur phone,Positive
Review 366,gave phone anoth chanc kept twitch definit phone alreadi came crack side lock button guess that phone wont power complet motiv second final get phone activ let die day turn phone proper motiv final start work gotten screen protector phone case phone 11 work four day phone could longer convers phone could answer phone peopl could hear couldn hear shortli phone would hang say call fail peacetim front camera twitch video give enough phone call straight talk morn minut transfer phone take screen protector case take new aim card return phone today full refund second time purchas phone amazon time phone defect stitch anna say order anymor phone onlin first time shame second time shame third peopl plea read review care person sell phone care fix phone that broke tri sell think they found dummi wont return phone littl time today get refund today ill give phone one star phone take nice back pictur that,Neutral
Review 367,product came time fashion like came charg head though charg origin can complain price pay great deal phone great condit,Negetive
Review 368,honesti greatli appreci day deliv exactli promis phone arriv time look brand new everyth work smoothli expect unfortun want thrill phone size alway like larger phone contract seller refund kindli instruct return item order get full refund back card far good complaint would definit busi peopl,Negetive
Review 369,receiv phone look good charg overnight screen jumbl blur vertic line amazon insist deal seller could clear phone screen didn work commun seller scrape never realli answer question sent phone back seller refus 1 kept 99 restor fee forc amazon deal get full refund horribl seller buyer bewar,Positive
Review 370,replac glass side phone scratch refurbish tabl includ aftermarket realli plea way phone look favor spend extra money new one,Positive
Review 371,face id work tri everyth fix wouldn buy di seller,Negetive
Review 372,bit skeptic buy phone renew amazon instead new worri soon gone phone came without damag 100 batteri health besid get offici phone box earphon still receiv work chargerpow adapt screen protector instal phone alreadi satisfi purchas,Negetive
Review 373,way leav 0 star would got phone mail super excit get run wouldn turn call appl call 30 mind couldn help get phone either needle say ill return phone without even get chanc use,Positive
Review 374,got phone 11 today anxiou use wait 2 hour everyth set messag pop say phone screen may genuin creak suppos portug right well appar screen authent hope review evid work all scan phone program call tool hope work,Positive
Review 375,phone doesn work provid say realli wish id paid attent star rate bought tproo phone great condit work wellcon realli unlock weird hardwar configur wont connect provid said would horizon network bought phone could switch spring didn work spring contract seller support gave lot thing tri tri long enough return window pas basic said bad mein id spend littl get someth work properli return phone got anoth,Positive
Review 376,request exchang phone got rest time tri set like red ad wife password set like countri prompt etc made return process easi ill give drop got exchang item exact phone sent back know recogn small set cuff top right hand corner ask want color specifi avail id even take white better option replac littl back stick came clean first time receiv arriv dirti like phone get they case random dustgunk kind accumul ad fanci gold charg cord instead play white one pay 400 renew phone like one id say overpr base price phone look charg phone say in disappoint say least batteri life 86 renew phone plu order 2 year ago somewher similar came 97 batteri life that high hope would fine order renewedwil order time come get differ phone give learn lesson,Neutral
Review 377,look amazon renew phone coupl week skeptic order renew phone decid phone or saw phone 11 30 put cart procrastin order coupl hour partli review time decid go sinc could sent back check crack into day suppos deliv saw review post day becam concern made bad decis prepar disappoint arriv batteri complet dead put charg didn look like charg concern 30 minut enough batteri power haven issu far good bought brand new cosmet flaw anywher plea far,Positive
Review 378,perfect even screen protector,Positive
Review 379,medium could load edit seller provid copi report show compon dem simpli oversight qualiti control seller understand sinc notic upon angl inspectionthi phone actual look amaz bare scratch case screen appear wonder held angl see video clip crippl marbl screen obvious none qualiti replac job like poorli complet job sellerwhen appli screen protector becam horribl notic protector couldn fulli adher leav bubbl couldn rub underli screen want smooth disast wast 2 protectorssad part and return phone first origin glass pretti scratch worth 500 return return purchas differ seller lesson learn spend 50 buy new applecom,Neutral
Review 380,desper need new phone phone start give old phone outdat phone 7 start mani problem trust much research look type new phone get look month end old phone still good condit phone 11 honestli best purchas got new improv dont ever anna switch back samson give gotten use home button first got didn know use best part got phone 11 unlock work straight talk in pretti pump thatthank,Neutral
Review 381,seem like new thing didn like want origin box didn even last three month screen start beg sinc refurbish seller wont help snap give refund in mad upset 700 dust phone 11 rip dont buy product broken phone better buy new one wont even swap anyth like want full refund n send back unpleas,Neutral
Review 382,phone 11 son bought buyspri technic work sen expens digit camera upon phone august contract phone servic provid affin mobil said phone flag asia possibl counterfeit therefor unabl system check horizon att mobil me answer nobodi want phone system contact buyspri ask me immedi sent shout u sinc return window son wast money,Neutral
Review 383,great phone came two day great upgrad 8 plu ador deliv door two day conveni instead wait appl store like usual buy amazon,Negetive
Review 384,keep mind item refurbish mean someon el may screen cover alreadi knock chip base experi there huge chanc could open repair phone open water resist seal want seal correctli may lose water resist rate phone there small chanc happen could still happen good thing extend 90 day return polici come amazon refurbish return amazon offer unlock new phone would go rout unfortun dont,Negetive
Review 385,receiv purpl phone 11 perfect shape scratch crack beauti upgrad phone 7 plu wonder transit easi transfer into phone phone quick ship receiv day earli would hesit buy use,Negetive
Review 386,aw frustrat month long experi save ton grief aggrav buy phone whole experi tragic phone absolut complet total piec worthless june key board didn work constantli froze mute whenev felt like initi return process hast import everyth onto revers process realiz phone posse contract compani big solut take phone local repair shop like pair shoe get estim repair send said estim would reimburs repair cost estim like way ludacri absurd solut final get amazon custom servic involv 6 phone call span week nice drive phone 45 minut up drop spot final got refund full price paid call amazon again get fulli rectifi even amazon repres said total bonu respons propos solut seller buy rd parti seller item futur lesson learn dont wast time compani sell june make hard possibl return refund one month still dont phone wait till black friday point buy new,Negetive
Review 387,speaker blown crackl can not hear bad,Positive
Review 388,purchas phone took toil devic wouldn allow activ toil spoke custom care person seller couldn get work told send back per it one dont anymor least price ask go said noth receiv devic credit me end buy new one unopen unus toil 599 yeah 113 unus time actual work least guarante anoth one price least someth troubl custom care person nice polit reiter noth happen unfortun wouldn recommend compani new amazon renew store least stand product guarante satisfact,Positive
Review 389,perfect condit arriv charg cabl earphon descript said didn includ great purchas current use write review,Neutral
Review 390,phone great condit except screen screen notic damag deep scratch want includ descript def worth full price phone overal rather send back guess in deal w,Neutral
Review 391,extrem disappoint wast time money phone compat mobil spring bewar buyer updat seller fix issu updat custom servic contract inspir say 3 time want return plea send label kept wast time ask want proceed alreadi tell email seem go circl instead say ok sorri label cours agent open weekend 700 phone even longer appreci happi right hope rectifi send label sap ok,Neutral
Review 392,excel shape look brand new batteri health 100 came perfectli pad charg cord wall charg great buy doesn seem renew appear new,Positive
Review 393,purchas phone 11 said unlock search phone a put boost mobil find phone isn compat boost mobil in realli upset pas spent almost 800 phone plu ship handl find phone isn even compat boost get refund credit someth,Positive
Review 394,brought three phone famili work okay month month use becom disast came batteri problem phone would liter shut in import call extrem hot batteri want hold charg person replac batteri origin batteri thing occur reason couldn return countri wouldn abl return time,Positive
Review 395,send first phone back scratch area screen size quarter call amazon got replac order right away problem amazon renew guaranteesecond phone come liter scratch area one didn know better would thought phone base scratch area decid put screen protector see minim scratch did believ scratch part return process someth would realli prefer seller done better c didn want send back anoth time kept phone give 3 star good price respons seller amazon good work wife phone anoth seller didn screen scratch issu didbatteri life seem good issu phone feel like scratch screen kind big deal though sinc screen phone basic also want stuff could ever slightli catch finger nail tri rub,Neutral
Review 396,first time buy phone onlin upgrad phone 7 product came exactli advertis work realli well littl skeptic buy work great problem ship quick,Neutral
Review 397,phone came excel condit look like new 100 batteri work great,Neutral
Review 398,excit look forward receiv new phone in feel should paid extra 50 buy new phone appl directli first glanc phone look great came screen protector notic scratchesdamag phone physic set phone one first thing notic loud sound sound qualiti audit low mute ratif ring still loud got first phone call that becom disappoint difficult hear understand person phone switch speaker listen sound sticki like weren plug correctli speaker wrong place in afraid go appl store get batteri replac sinc batteri arriv 88 health give play phone 6 hour found question thing like audit issu disappoint purchas,Neutral
Review 399,order phone said work mobil doesn work mobil isn unlock carrier lock differ compani can not unlock mobil accord mobil unlock origin carrier dont know big wast time money give ask refund day wait abl buy phone write review other cautiou,Negetive
Review 400,order phone 500 suppos renew fulli unlock phone upon receiv phone notic pit scratch back phone bigger sinc case upon instal him card exist boost phone phone wouldn work said servic top corner phone went boost webster tri activ notic phone 449 decid send back order boost know wont issu transfer him card exist phone,Negetive
Review 401,littl scare buy phone line realli excit came mail earlier expect sad say left side touch screen doesn work time return disappoint purchas,Negetive
Review 402,plu buy back program scar tri low ball say expect amount they give you alreadi sent dont accept get back week later plu sent brand new real appl charg cabl charg kept cabl charg return phone phone trade better screen shape screen phone purchas never,Neutral
Review 403,wa skeptic get phone renew product via amazon phone dealer kid receiv coupl hundr dollar amazon gift card cash birthday want new phone didn want contract purchas best bet read review read amazon renew program seem like good deal gift card help defray cost got want perfect condit purchas warranti extra protect took retro pu mobil set without pitch use renew program save 100 cost new phone abl purchas case shield chang spare,Negetive
Review 404,quit skeptic buy phone mine came mail suspicion left mine came basic new tini scratch 100 batteri life everyth work perfectli total worth th,Neutral
Review 405,came defect certain part screen didn feel touch could even enter appl id didn catch certain letter keyboard especi for reason couldn pas factori set check cell phone aspect camera batteri speakerswhen contract compani told regret problem attend monday friday 900 500 pm est email ask take cell phone repair shop inquir quot diagnosi estim repair costfin told thing could give refund replac product dont stock,Neutral
Review 406,phone came screen protector scratch to seem screen protector crack remov there one huge goug anoth one stuff mark screen touch screen doesn alway work best either soon get replac send back,Positive
Review 407,now went activ phone horizon say phone report stolen girl teach support nice issu refund state phone may wipe clean previou owner either way agent suppos check thing simpli send buyer now id expect bay amazon,Positive
Review 408,mine came dead fix 90 percent batteri life return bought new one might get lucki get like new product isn worth save 50 dollar need lower price around 100 le new make ever think buy use phone,Neutral
Review 409,phone practic new absolut sign use tini stuff besid flash back phone doesn hurt liabil bare notic batteri 100 capac packag genet box genet charg receiv alreadi screen protector phone abl set carrier immedi use straight talk transfer inform current phone one move him card current phone one process took 10 min,Negetive
Review 410,in go complet honest extrem worri spend amount money amazon said phone arriv extrem fast close brand new condit except tini nick bottom right corner phone bigger phone month absolut amaz problem highli doubt finger cross side note come origin box least mine didn person problem want give head highli recommend good luck,Positive
Review 411,littl skeptic buy phone amazon in super happi phone brand new came full batteri easi set upland fulli unlock get type phone carrier want definit would recommend peopl buy,Neutral
Review 412,phone oper terribl time date never correct phone modif didn work sound crackl time would listen music anyth would crackl speaker phone didn work front flash complet foggi debt chip phone arriv tri variou method fix thing contract seller said return phone say they exchang they fix phone help return phone bought one appl 30,Positive
Review 413,skeptic well although came faster expect perfect felt like new phone appl expect obviou reason noth differ phone expect get mine came fulli unlock work scratch crack cellar phone gener,Positive
Review 414,perfect phone look like new unlock scratch look like got appl store ty happi phone,Negetive
Review 415,love ittttt littl skeptic first love phone came charg came day earli,Positive
Review 416,love phone renew phone awesom almost 700 great buy,Neutral
Review 417,phone deliv promis date well packag order sinc set run magnific absolut delight phone,Negetive
Review 418,phone work well face recognit work tri everyth noth send phone amazon get money back left without phone coupl day,Negetive
Review 419,plea dont wast money phone pu definit temper malici manner sold mani month own devic reviewproswork like normal phone part doesn monthsmain camera seem real work good surprisinglyth oper system work perfectli farconscam sketch rd parti phone box rd parti chargertru depth camera face id complet remov replac face onevolum frequent bag becom quiet mess goe back normal thing overwifi cellular connect realli bad frequent start devic numer time make connect internet againupd phone complet stop work 50 batteri screen pop place left side conclus phone one biggest wast money give ever spent buy refurbish phone amazon visit review problem devic like occur,Positive
Review 420,good,Positive
Review 421,hi everyon phone biggest amazon purchas give made dont regret resist first read horribl review phone onlin hasn disappoint yet phone arriv excel condit like brand new give almost 2 week give zero issu bought separ case screen protector give drop sever time alreadi in clumsi still held great issu touch screen batteri life amaz doubt hope review help seal deal,Negetive
Review 422,62 day old bright light bottom page disappear phone freez amazon told seller send anoth one wait 3 month seller keep refus amazon promis talk get anoth one call 4 time sinc april would never buy seller amazon direct control also phone get hot hold charg long time batteri wear fast,Negetive
Review 423,absolut amaz glad made decis definit worth everi penni,Positive
Review 424,phone came amaz shape didn come origin appl box fine didn come origin appl charg also okay still came nice lengthi charg regardless phone 100 batteri capac absolut debt scratch,Positive
Review 425,skeptic would second purchas amazon first time order mother law turn fine physic lawless phone great batteri life hand batteri life disappoint feel like speaker bit like renew water damag possibl also phone want way unlock though use fine him card work reason wont fulli regist provid onlin chat agent horizon said phone nonverizon devic unabl clock leg question truli unlock loophol still use properli problem return storag enough comparison old phone give read hit miss return phone wish luck,Positive
Review 426,medium could load screen left side sometim recogn touch lead look close devic look like damag piec repair devic warn look vers camera scratch frame debt mute knob time mute piecether betterrefurbish devic price one look total repair,Neutral
Review 427,bought phone first time month ago unvex keyboard work couldn even get past set second phone screen flick everi time press button good thing say return process easi terrifi check physic damag,Positive
Review 428,first appl product sinc upon still work bow suffer whole seri andro phone issu call drop bad recept call wait go directli voicemail blame carrier wrong phoneseasi use better textingfast fewer mistak intuit simpl pair accessori work effortlessli excel recept phone work time reliabl seem sturdi cheap appl person next comput appl done fight technolog want work appl,Positive
Review 429,plea dont wast money phone pu definit temper malici manner sold mani month own devic reviewproswork like normal phone part doesn monthsmain camera seem real work good surprisinglyth oper system work perfectli farconscam sketch rd parti phone box rd parti chargertru depth camera face id complet remov replac face onevolum frequent bag becom quiet mess goe back normal thing overwifi cellular connect realli bad frequent start devic numer time make connect internet againupd phone complet stop work 50 batteri screen pop place left side conclus phone one biggest wast money give ever spent buy refurbish phone amazon visit review problem devic like occur,Neutral
Review 430,good,Neutral
Review 431,hi everyon phone biggest amazon purchas give made dont regret resist first read horribl review phone onlin hasn disappoint yet phone arriv excel condit like brand new give almost 2 week give zero issu bought separ case screen protector give drop sever time alreadi in clumsi still held great issu touch screen batteri life amaz doubt hope review help seal deal,Neutral
Review 432,62 day old bright light bottom page disappear phone freez amazon told seller send anoth one wait 3 month seller keep refus amazon promis talk get anoth one call 4 time sinc april would never buy seller amazon direct control also phone get hot hold charg long time batteri wear fast,Neutral
Review 433,absolut amaz glad made decis definit worth everi penni,Negetive
Review 434,phone came amaz shape didn come origin appl box fine didn come origin appl charg also okay still came nice lengthi charg regardless phone 100 batteri capac absolut debt scratch,Negetive
Review 435,skeptic would second purchas amazon first time order mother law turn fine physic lawless phone great batteri life hand batteri life disappoint feel like speaker bit like renew water damag possibl also phone want way unlock though use fine him card work reason wont fulli regist provid onlin chat agent horizon said phone nonverizon devic unabl clock leg question truli unlock loophol still use properli problem return storag enough comparison old phone give read hit miss return phone wish luck,Negetive
Review 436,medium could load screen left side sometim recogn touch lead look close devic look like damag piec repair devic warn look vers camera scratch frame debt mute knob time mute piecether betterrefurbish devic price one look total repair,Negetive
Review 437,bought phone first time month ago unvex keyboard work couldn even get past set second phone screen flick everi time press button good thing say return process easi terrifi check physic damag,Positive
Review 438,first appl product sinc upon still work bow suffer whole seri andro phone issu call drop bad recept call wait go directli voicemail blame carrier wrong phoneseasi use better textingfast fewer mistak intuit simpl pair accessori work effortlessli excel recept phone work time reliabl seem sturdi cheap appl person next comput appl done fight technolog want work appl,Positive
Review 439,skeptic buy renew phone phone arriv like brand new phone singl went scratch work perfectli,Neutral
Review 440,buy specif select unlock prompt select carrier hour tri activ switch servic spent anoth hour phone provid find phone lock make matter wors phone would allow log pp store transfer data ill like return phone angri everyth went buy product hast half your like go return,Neutral
Review 441,phone water proof put phone water shut extrem disappoint,Neutral
Review 442,love much vendor one one yellow phone avail good price upgrad phone 8 le week due size everyth want love yellow ll also happi see screen protector alreadi phone like realli that win 4 extra case also lot faster phone 8 transfer stuff easi,Positive
Review 443,good phone price,Positive
Review 444,absolut wonder product bought refurbish amazon warehous look perform brand new fantast product arriv one day earlier promis,Positive
Review 445,pretti worri get refurbish phone amazon definit worth buy doesn come appl box earphon phone amaz condit look brand new full batteri capac also come temper glass screen protector phone,Neutral
Review 446,phone came without scratch easi set everyth work,Neutral
Review 447,buyer bewar care buy refurbish phone receiv mine suppos abl use mobil network took store link plan inform could use current regist anoth user either wipe clean stolen return receiv refund,Neutral
Review 448,in thank amazon offer phone refurbish in spend 150 month lea payment phone compani famili seven kiss want keep jone horizon offer repaid plan unlimit everyth 35 that right 35 month draft debit card go store pay phone get servic paid 150 month 35 can not amazon offer refurbish phone thank amazon thank whoever refurbish phone plea take adviceswitch repaid buy pair shoe everi month save,Neutral
Review 449,bought phone 700 coupl month appl releas phone 11 phone work right mayb 45 month everi 30 minut disabl temperatur hot phone lose connect everi 30 minut matter import need phone make call lose servic servic straight talk year soon put phone phone servic automat start give problem straight talk never led issu buy phone electron deal amazon you definit wind whole lot problem wast money,Negetive
Review 450,far good phone day deliveri process went smoothli phone look fairli new give away come appl box receiv origin appl charg use purchas price feel like get good deal definit better pay thousand origin box charg earbud believ in miss phone appear unlock use att work fine,Negetive
Review 451,medium could load phone keep turn open pp keep turn worth buy return phone,Negetive
Review 452,ever phone ever plea one got quarant time accident put old phone wash anyway phone excel refurbish face recognit batteri life span camera qualiti storag wouldn ask better phone would definit recommend anyon look phone 11 unford price one year phone still intact bought anoth one brother disappoint also got appl pack accessori unbeliev thought wouldn comment 10 star get phone,Neutral
Review 453,honestli review trust seller worth can complain scratch damag issu ever wild recommend anyon use retro pu carrier support phone plu get keep bill low win win,Negetive
Review 454,excel condit like new happi far,Neutral
Review 455,phone 11 3 day give come realiz issu phone address sent fulli resect date phone check him card servic provid even take multipl phone repair shop check phone still complet start without warn 10 time hour devic also seem screen sensit issu sometim respond touch sever moment work top phone hasn abl locat bluetooth devic home member household easili abl connect toi honestli dont know went wrong consid good review let say your definit take chanc buy refurbish phone guess in go send one refund unfortun wast time,Neutral
Review 456,love much definit upgrad sure phone 8 previous 100 cheaper appl webster peopl mention review receiv screen protector phone come charg block satisfi didn call phone compani either phone him card switch self love made process much easier go ahead buy case protector part got could buy phone case protector along phone still appl tri sell thank amazon is crack debt scratch see also came earli,Positive
Review 457,receiv phone two week ago littl nervou review give read renew phone came genet box phone insid bubbl wrap packag quickli inspect phone perfect look practic brand new also came free screen boot phone complet set phone work great far keep everyon post anyth chang,Positive
Review 458,nice scar,Neutral
Review 459,purchas speaker go 4 month fit sinc seller warranti window 3 month took best buy wouldn work intern version either pay 600 fix nou version new one knew 8 take chanc renew devic ridicul worst decis ever buy onward advic buy phone verifi aerial number fact correct version,Negetive
Review 460,purchas black phone 11 came scratch debt phone screen also lawless batteri percent 100 satisfi purchas would definit buy buyspri also second amazon refurbish phone purchas 1010 would recommend,Positive
Review 461,bought phone refurbish upon receipt took mobil start servic phone blacklist report stolen owner couldn believ,Neutral
Review 462,first phone unlock lie work horizon ship foot foot reliabl phone suppos 2 week ago still buy new phone save lot time worth buck save buy one,Positive
Review 463,phone came two day phone came sturdi charg charg box phone also came glass screen protector realli appreci bc never get mine perfectli one perfectli batteri life 100 perfect condit even came w ab 80 batteri,Positive
Review 464,delay two week receiv phone get set horizon store batteri last one month appl store told would take 5 day get new batteri phone exasper would without phone long trade bought pro never buy refurbish phone realli cost,Negetive
Review 465,in pleasantli surpris transact in true septic regularli conduct extens research make type purchas phone doesn come origin pack cord wall adapt definit appl product u connect wall adapt bent could slide u adapterthat toss trash said product care phone exactli advertis stare right went start process entir phone transfer within hour way give use 4 day batteri life strong featur work perfectli sticki button etc would definit recommend vendor care get phone suppos your concern pack uniqu appl experi may want pay addit 400 appl store,Positive
Review 466,donna lie read review littl resist buy renew phone end in super glad phone came day earlier expect nice packag alreadi screen protector appli bubbl set transfer old 6 simpl got appl watch transfer camera work great face id issu far etc obvious le day far good,Neutral
Review 467,donna lie littl skeptic first in like sang realli spend much money scar in happi result batteri health 100 phone perfect condit came new charg headphon the troubl transfer data old phone new one didn even need call carrier turn phone simpli place him card definit recommend dont mind price ll,Negetive
Review 468,phone came scratch put screen protector can see whenev put screen protector gone like bubbl put bubbl seem go away overal good guess doesn coutur in satisfi guess price should lower sinc refurbish still come mail kind mess face recognit work fine batteri fine set good took 5 mind,Negetive
Review 469,cheapest phone 11 128gb could find onlin clot search great buy love new phone camera qualiti amaz,Positive
Review 470,refurbish got brand new appl box origin charg miss ear plug,Positive
Review 471,phone came great condit work great law issu batteri life great well in happi qualiti phone in happi purchas,Negetive
Review 472,paid 720 screen scratch bought shop,Negetive
Review 473,user friendli might return learn clean send back load pictur phone,Positive
